,a,b,ca,cb,taxo,geom,mixed,prec,rec,f1,acc,model,hsize,gsize,cos,euc,neuc,taxcos,taxeuc,taxneuc
13,dbo:Cleric,dbo:PersonFunction,17063,212,2.833333333333333,0.551571354959053,1.692452344146193,0.984375,1.0,0.9921259842519684,0.9921875,TransH_50d_120e,418.79664254703334,1901.9348043505593,0.7429622689468605,5.2084836737768505,1.2189850441632666,0.6466631356611021,0.5912961143080451,0.7160495154908548
14,dbo:Cleric,dbo:SpeedwayTeam,17063,112,1.9166666666666663,0.3997295828149239,1.1581981247407953,0.9142857142857144,0.9411764705882352,0.927536231884058,0.9514563106796116,TransH_50d_120e,222.53927219796216,1382.409490708162,0.8958601987325057,5.931867696602816,1.3385516043339574,0.6213186203160574,0.5350198067979746,0.6600966449135737
15,dbo:Cleric,dbo:Photographer,17063,458,0.9166666666666664,0.19690714333552412,0.5567869050010953,0.6507936507936508,0.5857142857142857,0.6165413533834587,0.66,TransH_50d_120e,892.0557045830717,2795.506036480695,0.8374501157355825,6.415026425510654,1.2941793660351586,0.4883755485964909,0.4564730645897425,0.5392926015845801
16,dbo:Cleric,dbo:OfficeHolder,17063,69360,0.6666666666666666,0.1980325596714642,0.4323496131690654,0.6710526315789473,0.6455696202531646,0.6580645161290323,0.6466666666666666,TransH_50d_120e,27388.303576594193,34401.884832084426,0.8183897486162801,5.6095856148204035,1.2793668345054752,0.4530555424837248,0.38490963116342247,0.5078199559126574
17,dbo:Cleric,dbo:Skater,17063,544,1.1166666666666665,0.27105846968879405,0.6938625681777303,0.8181818181818182,0.7974683544303798,0.8076923076923078,0.8,TransH_50d_120e,1054.3842789799512,3046.682129792997,0.8849310136647247,7.355713463016351,1.3303616152495719,0.5317017059550315,0.5303370422914825,0.5727895612610838
18,dbo:Cleric,dbo:Arachnid,17063,4152,3.916666666666666,0.4744583365648874,2.1955625016157767,0.9714285714285714,1.0,0.9855072463768116,0.9866666666666668,TransH_50d_120e,6678.819325948622,8416.98140665642,0.7437352472055114,6.5861980998144904,1.2196189955928953,0.7614611565286369,0.7829707759507474,0.8307028742340408
19,dbo:Cleric,dbo:TelevisionEpisode,17063,8512,3.333333333333333,0.5162339136229284,1.9247836234781304,1.0,1.0,1.0,1.0,TransH_50d_120e,11357.98678396872,12051.566537176826,0.8524887061094195,5.846582239223186,1.3057478363829822,0.750688437588017,0.6798863826918171,0.7985293880708408
20,dbo:Cleric,dbo:LacrosseLeague,17063,55,1.9166666666666663,0.4921319126606921,1.2043992896636793,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.9662921348314608,TransH_50d_120e,109.64657086108191,968.7440322396824,0.8583034091534343,6.033353025474309,1.3101934278215825,0.6037591782966085,0.5407093226642132,0.650401385565146
21,dbo:Cleric,dbo:LawFirm,17063,512,1.9166666666666663,0.4665678195664645,1.1916172431165657,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9866666666666668,TransH_50d_120e,994.1685348506401,2955.715818545484,0.820646258652985,5.5935332244029805,1.2811293913207868,0.5861528131562086,0.5160519483983237,0.6404648026729274
22,dbo:Cleric,dbo:Volcano,17063,784,3.6666666666666665,0.5446297445239696,2.105648205595318,0.9864864864864864,1.0,0.9931972789115648,0.9933333333333332,TransH_50d_120e,1499.1194038213705,3657.5117224692494,0.8483162118486582,6.720875120101548,1.3025484342999751,0.783948881604375,0.7641126485519847,0.83264682536827
23,dbo:Cleric,dbo:Species,17063,300153,2.833333333333333,0.4834716223534285,1.6584024778433808,0.9705882352941176,1.0,0.9850746268656716,0.9866666666666668,TransH_50d_120e,32290.367692676282,71564.73041240347,0.8756445081767007,6.341030695399605,1.3233627682360576,0.7086978865777601,0.6547894716281304,0.7517347826533161
24,dbo:Cleric,dbo:Swimmer,17063,6000,0.9166666666666664,0.2430676658097952,0.5798671662382309,0.6375,0.7285714285714285,0.68,0.68,TransH_50d_120e,8878.116463599705,10118.201421201302,0.8027339338515926,6.74581771025574,1.267070585130594,0.4721442149345673,0.4750180334428643,0.5300244929184688
25,dbo:Cleric,dbo:LacrossePlayer,17063,432,0.9166666666666664,0.21517167110001656,0.5659191688833416,0.7258064516129032,0.5844155844155844,0.6474820143884892,0.6733333333333333,TransH_50d_120e,842.6654472706488,2714.99834254093,0.7730915381205095,5.689009885955552,1.243456101453131,0.45828509824777874,0.4157708008548433,0.5219510350382589
26,dbo:Cleric,dbo:Politician,17063,41017,0.6666666666666666,0.1923530694936112,0.4295098680801389,0.6986301369863014,0.6538461538461539,0.6754966887417219,0.6733333333333333,TransH_50d_120e,24100.312362258952,26455.114269267488,0.5806236237398743,5.26297690095634,1.0776118259743388,0.3418894782181345,0.365477898529405,0.4388427728522439
27,dbo:Cleric,dbo:HorseRider,17063,650,0.9166666666666664,0.1684623226691272,0.5425644946678969,0.6329113924050633,0.6944444444444444,0.662251655629139,0.66,TransH_50d_120e,1252.2949246316264,3330.307793583051,0.7824809664471053,5.87844479688293,1.2509843855517184,0.46267506672337244,0.4263909854995184,0.5245248488641443
